,id,tags,light,point,region,scheme,address,weather,category,datetime,severity,dead_count,injured_count,parent_region,participants_count,participant_categories,geometry,participant_role,participant_gender,participant_health_status,vehicle_year,vehicle_brand,vehicle_color,vehicle_model,vehicle_category,status_role,status_gender,status_health_status,status_years_of_driving_experience,status_violations_cluster_categories,participant_violations_cluster_categories,nearby_cluster_categories,road_conditions_cluster_categories
1565,2449000,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.227702, 'long': 44.757754}",Назрань,940.0,"тер Центральный округ, пр-кт И.Базоркина, 100",['Дождь'],Съезд с дороги,2020-04-11 21:20:00,Тяжёлый,0,2,Республика Ингушетия,2,['Все участники'],POINT (44.757754 43.227702),,,,1997.0,MERCEDES,Синий,E-класс,"В-класс (малый) до 3,9 м",Пассажир,Мужской,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Wet Roads Accidents"""
1566,2448694,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.205794, 'long': 44.789339}",Назрань,210.0,"г Назрань, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 566 км",['Ясно'],Столкновение,2019-12-26 12:00:00,Тяжёлый,0,2,Республика Ингушетия,3,['Все участники'],POINT (44.789339 43.205794),,,,2014.0,NISSAN,Белый,Almera,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,Не пострадал,,"""Accident Due to Control by Person Without Driving Rights""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1567,2448727,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.21774, 'long': 44.782461}",Назрань,300.0,"тер Насыр-Кортский округ, ул Тутаевой, 80",['Ясно'],Столкновение,2017-09-05 11:40:00,Легкий,0,2,Республика Ингушетия,4,['Все участники'],POINT (44.782461 43.21774),,,,2015.0,ВАЗ,Черный,Priora,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,Не пострадал,3.0,"""Excessive Speed and Unsafe Lane Departure""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1568,2449037,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.223832, 'long': 44.763086}",Назрань,740.0,"тер Центральный округ, ул Х.Б.Муталиева, 10",['Ясно'],Наезд на пешехода,2019-06-03 23:45:00,Легкий,0,1,Республика Ингушетия,2,"['Все участники', 'Пешеходы']",POINT (44.763086 43.223832),Пешеход,Мужской,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",2005.0,ВАЗ,Иные цвета,"ВАЗ 2110, 21101, 21102, 21103, 21108","В-класс (малый) до 3,9 м",Водитель,Мужской,Не пострадал,,"""Accident Due to Control by Person Without Driving Rights""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1569,2448967,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': None, 'long': None}",Назрань,500.0,"тер Центральный округ, ул Х.Б.Муталиева, 87",['Ясно'],Столкновение,2016-09-11 00:30:00,Тяжёлый,0,6,Республика Ингушетия,6,['Все участники'],,,,,2009.0,FORD,Фиолетовый,Focus,Легковые автомобили (без типа),Пассажир,Женский,"Раненый, находящийся (находившийся) на стационарном лечении",,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Regulated Intersection Pedestrian Crossing Accidents,"""Dry Road Conditions"""
1570,2448493,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.1979, 'long': 44.7692}",Назрань,860.0,"г Назрань, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 567 км",['Ясно'],Наезд на пешехода,2017-10-20 21:15:00,С погибшими,1,1,Республика Ингушетия,3,"['Все участники', 'Пешеходы']",POINT (44.7692 43.1979),Пешеход,Мужской,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",2006.0,ВАЗ,Иные цвета,ВАЗ 2114 и модификации,"В-класс (малый) до 3,9 м",Пассажир,Мужской,Не пострадал,,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1571,2448492,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']","В темное время суток, освещение не включено","{'lat': 43.2102, 'long': 44.7988}",Назрань,770.0,"тер Насыр-Кортский округ, ул Джабагиева",['Ясно'],Наезд на пешехода,2017-10-17 18:15:00,С погибшими,1,1,Республика Ингушетия,3,"['Все участники', 'Пешеходы', 'Дети']",POINT (44.7988 43.2102),Пешеход,Женский,Скончался на месте ДТП до приезда скорой медицинской помощи,2005.0,ВАЗ,Серый,ВАЗ 2114 и модификации,"В-класс (малый) до 3,9 м",Водитель,Мужской,Не пострадал,21.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Unregulated Intersection Street Accidents,"""Absence, Dry, Poor Road Conditions"""
1572,2448583,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.2125, 'long': 44.7953}",Назрань,140.0,"тер Насыр-Кортский округ, ул Бакинская, 8",['Туман'],Столкновение,2018-01-07 18:10:00,Тяжёлый,0,2,Республика Ингушетия,3,['Все участники'],POINT (44.7953 43.2125),,,,2008.0,ВАЗ,Иные цвета, Жигули  ВАЗ-2104 модификации,"В-класс (малый) до 3,9 м",Водитель,Мужской,Не пострадал,5.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Wet Roads Accidents"""
1573,2448385,['Дорожно-транспортные происшествия'],"В темное время суток, освещение не включено","{'lat': 43.246953, 'long': 44.794436}",Назрань,840.0,"тер Гамурзиевский округ, ул Суворова, 65",['Ясно'],Наезд на пешехода,2019-11-25 17:00:00,С погибшими,1,0,Республика Ингушетия,2,"['Все участники', 'Пешеходы']",POINT (44.794436 43.246953),Пешеход,Мужской,Скончался в течение 1 суток,2013.0,ВАЗ,Белый,"ВАЗ 2111, 21110 (универсал), 21113, 21114","В-класс (малый) до 3,9 м",Водитель,,Не пострадал,,"""Violation of Traffic Rules and Failure to Yield Right of Way""",Pedestrian Crossing Violations,Regulated Intersection Pedestrian Crossing Accidents,"""Absence in Necessary Features of Road"""
1574,2448390,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.22599, 'long': 44.764105}",Назрань,200.0,"тер Центральный округ, ул Московская, 1",['Ясно'],Столкновение,2019-11-09 11:50:00,Легкий,0,1,Республика Ингушетия,2,['Все участники'],POINT (44.764105 43.22599),,,,2005.0,ВАЗ,Зеленый,"ВАЗ 2110, 21101, 21102, 21103, 21108","С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,Не пострадал,8.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Absence in Necessary Features of Road"""
1575,2448396,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.228781, 'long': 44.739997}",Назрань,930.0,"тер Центральный округ, ул С.И.Чахкиева, 0",['Ясно'],Наезд на препятствие,2019-11-05 15:30:00,Тяжёлый,0,3,Республика Ингушетия,4,['Все участники'],POINT (44.739997 43.228781),,,,2006.0,ВАЗ,Синий, Жигули  ВАЗ-2107 модификации,"В-класс (малый) до 3,9 м",Водитель,Мужской,Не пострадал,3.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Residential Areas with Individual Houses,"""Poor Visibility and Bad Road Condition"""
1576,2448450,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']","В темное время суток, освещение включено","{'lat': 43.223864, 'long': 44.743624}",Назрань,70.0,"тер Центральный округ, ул Тангиева А-Г.Д., 19",['Ясно'],Столкновение,2020-02-16 22:25:00,С погибшими,1,4,Республика Ингушетия,6,"['Все участники', 'Дети']",POINT (44.743624 43.223864),,,,1987.0,VOLKSWAGEN,Красный,Прочие модели Volkswagen,"В-класс (малый) до 3,9 м",Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",14.0,Speed Limit Violation,"""Unknown Pedestrian Violations in Car Accidents""",Residential Areas with Individual Houses,"""Dry Road Conditions"""
1577,2448451,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.207788, 'long': 44.760253}",Назрань,820.0,"тер Насыр-Кортский округ, ул Южная, 8",['Ясно'],Наезд на пешехода,2020-02-19 15:00:00,С погибшими,1,0,Республика Ингушетия,3,"['Все участники', 'Пешеходы']",POINT (44.760253 43.207788),Пешеход,Женский,"Скончался на месте ДТП по прибытию скорой медицинской помощи, но до транспортировки в мед. организацию",2005.0,ВАЗ,Многоцветный,"ВАЗ 2111, 21110 (универсал), 21113, 21114","В-класс (малый) до 3,9 м",Водитель,Мужской,Не пострадал,7.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1578,2448456,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.223793, 'long': 44.744321}",Назрань,910.0,"тер Центральный округ, ул Тангиева А-Г.Д., 20",['Ясно'],Наезд на стоящее ТС,2020-02-14 23:29:00,Легкий,0,1,Республика Ингушетия,2,['Все участники'],POINT (44.744321 43.223793),,,,2008.0,ВАЗ,Иные цвета,ВАЗ 2114 и модификации,"В-класс (малый) до 3,9 м",Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",10.0,Speed Limit Violation,"""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1579,2448458,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.242827, 'long': 44.783546}",Назрань,330.0,"тер Альтиевский округ, ул Ганиева, 23",['Ясно'],Столкновение,2020-02-12 18:30:00,Легкий,0,4,Республика Ингушетия,6,['Все участники'],POINT (44.783546 43.242827),,,,1997.0,ВАЗ,Синий,"ВАЗ 2111, 21110 (универсал), 21113, 21114","В-класс (малый) до 3,9 м",Водитель,Мужской,Скончался на месте ДТП до приезда скорой медицинской помощи,15.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1580,2448470,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']",Светлое время суток,"{'lat': 43.250939, 'long': 44.788642}",Назрань,830.0,"тер Гамурзиевский округ, ул Мостовая, б н",['Пасмурно'],Наезд на пешехода,2018-12-17 14:30:00,Легкий,0,1,Республика Ингушетия,2,"['Все участники', 'Пешеходы', 'Дети']",POINT (44.788642 43.250939),Пешеход,Мужской,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",,,,,"В-класс (малый) до 3,9 м",Водитель,Мужской,Не пострадал,21.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""",Pedestrian Unexpectedly Emerging From Behind Parked Vehicle Violation,Residential Areas with Individual Houses,"""Poor Visibility and Bad Road Condition"""
1581,2448473,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.216459, 'long': 44.767785}",Назрань,500.0,"тер Центральный округ, ул Гайрбек-Хаджи Евлоева, 36",['Ясно'],Столкновение,2018-12-05 14:10:00,Легкий,0,3,Республика Ингушетия,5,['Все участники'],POINT (44.767785 43.216459),,,,2011.0,VOLVO,Красный,Прочие модели Volvo,"В-класс (малый) до 3,9 м",Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",19.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Regulated Intersection Pedestrian Crossing Accidents,"""Poor Visibility and Bad Road Condition"""
1582,2448522,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.22461, 'long': 44.763217}",Назрань,820.0,"тер Центральный округ, ул Х.Б.Муталиева, 15",['Ясно'],Наезд на пешехода,2016-08-10 11:30:00,Тяжёлый,0,1,Республика Ингушетия,2,"['Все участники', 'Пешеходы']",POINT (44.763217 43.22461),Пешеход,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",,,,,,Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",,"""Accident Due to Control by Person Without Driving Rights""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Poor Visibility and Bad Road Condition"""
1583,2448553,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.228, 'long': 44.755}",Назрань,770.0,"тер Центральный округ, пр-кт И.Базоркина, 2",['Ясно'],Наезд на пешехода,2017-07-12 23:40:00,Тяжёлый,0,1,Республика Ингушетия,2,"['Все участники', 'Пешеходы']",POINT (44.755 43.228),Пешеход,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",2008.0,ВАЗ,Зеленый,ВАЗ 2114 и модификации,"В-класс (малый) до 3,9 м",Водитель,Мужской,Скончался на месте ДТП до приезда скорой медицинской помощи,9.0,"""Accident Due to Control by Person Without Driving Rights""",Pedestrian Crossing Violations,Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1584,2448609,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': None, 'long': None}",Назрань,600.0,"г Назрань, ул Шаймиева",['Ясно'],Наезд на препятствие,2015-11-24 15:00:00,Тяжёлый,0,1,Республика Ингушетия,1,['Все участники'],,,,,1998.0,AUDI,Белый,А6,"D-класс (средний) до 4,6 м",Водитель,Мужской,Не пострадал,7.0,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1585,2448630,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.2339, 'long': 44.8061}",Назрань,210.0,"тер Гамурзиевский округ, ул Магистральная",['Туман'],Столкновение,2017-01-01 05:50:00,Тяжёлый,0,1,Республика Ингушетия,3,['Все участники'],POINT (44.8061 43.2339),,,,1996.0,MERCEDES,Иные цвета,Прочие модели Mercedes,"D-класс (средний) до 4,6 м",Водитель,Мужской,Не пострадал,18.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Wet Roads Accidents"""
1586,2448659,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.22495, 'long': 44.799854}",Назрань,610.0,"тер Гамурзиевский округ, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 570 км",['Ясно'],Наезд на препятствие,2018-03-04 16:45:00,Тяжёлый,0,2,Республика Ингушетия,2,['Все участники'],POINT (44.799854 43.22495),,,,2011.0,ВАЗ,Серый,ВАЗ 2114 и модификации,"В-класс (малый) до 3,9 м",Водитель,,Не пострадал,,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1587,2448684,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']","В темное время суток, освещение отсутствует","{'lat': 43.2104, 'long': 44.793985}",Назрань,200.0,"г Назрань, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 567 км",['Пасмурно'],Столкновение,2019-12-27 23:10:00,С погибшими,2,4,Республика Ингушетия,6,"['Все участники', 'Дети']",POINT (44.793985 43.2104),,,,2004.0,ВАЗ,Серый,ВАЗ 2112 и модификации,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,Не пострадал,2.0,Speed Limit Violation,"""Unknown Pedestrian Violations in Car Accidents""",Residential Areas with Individual Houses,"""Dry Road Conditions"""
1588,2448691,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.237465, 'long': 44.808426}",Назрань,70.0,"г Назрань, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 571 км",['Ясно'],Столкновение,2019-12-26 11:40:00,Легкий,0,1,Республика Ингушетия,3,['Все участники'],POINT (44.808426 43.237465),,,,2018.0,ГАЗ,Белый,Прочие модели ГАЗ,Фургоны,Водитель,Мужской,"Получил травмы с оказанием разовой медицинской помощи, к категории раненый не относится",7.0,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Unregulated Intersection Street Accidents,"""Dry Road Conditions"""
1589,2448739,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.192138, 'long': 44.753795}",Назрань,140.0,"г Назрань, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 564 км",['Пасмурно'],Столкновение,2020-05-09 21:30:00,Тяжёлый,0,1,Республика Ингушетия,2,['Все участники'],POINT (44.753795 43.192138),,,,2015.0,ВАЗ,Белый,Priora,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,Не пострадал,1.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1590,2448761,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.201047, 'long': 44.779029}",Назрань,610.0,"тер Насыр-Кортский округ, ул Бакинская, 0",['Ясно'],Наезд на препятствие,2018-11-11 23:15:00,Тяжёлый,0,2,Республика Ингушетия,2,['Все участники'],POINT (44.779029 43.201047),,,,2003.0,ВАЗ,Серый,"ВАЗ 2110, 21101, 21102, 21103, 21108","С-класс (малый средний, компактный) до 4,3 м",Пассажир,Мужской,"Получил травмы с оказанием разовой медицинской помощи, к категории раненый не относится",,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Residential Areas with Individual Houses,"""Dry Road Conditions"""
1591,2448763,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.236527, 'long': 44.767538}",Назрань,70.0,"г Назрань, ул Картоева, 42",['Ясно'],Наезд на стоящее ТС,2018-11-05 00:10:00,С погибшими,2,0,Республика Ингушетия,3,['Все участники'],POINT (44.767538 43.236527),,,,2014.0,TOYOTA,Черный,Camry,"С-класс (малый средний, компактный) до 4,3 м",Пассажир,Женский,Не пострадал,,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Unregulated Intersection Street Accidents,"""Dry Road Conditions"""
1592,2448771,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': None, 'long': None}",Назрань,420.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 566 км",['Ясно'],Столкновение,2015-06-14 02:30:00,Тяжёлый,0,3,Республика Ингушетия,5,['Все участники'],,,,,2003.0,ЗИЛ,Белый,Прочие модели ЗИЛ,Фургоны,Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",5.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Unregulated Intersection Street Accidents,"""Dry Road Conditions"""
1593,2448833,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.198, 'long': 44.755}",Назрань,300.0,"тер Насыр-Кортский округ, ул Солнечная, 27",['Ясно'],Столкновение,2018-02-19 15:00:00,Тяжёлый,0,1,Республика Ингушетия,3,['Все участники'],POINT (44.755 43.198),,,,2003.0,ВАЗ,Зеленый,"ВАЗ 2110, 21101, 21102, 21103, 21108","С-класс (малый средний, компактный) до 4,3 м",Водитель,Женский,Не пострадал,,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Unregulated Intersection Street Accidents,"""Poor Visibility and Bad Road Condition"""
1594,2448903,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.223965, 'long': 44.763139}",Назрань,740.0,"тер Центральный округ, ул Х.Б.Муталиева, 5",['Пасмурно'],Наезд на пешехода,2020-01-13 18:00:00,Легкий,0,1,Республика Ингушетия,2,"['Все участники', 'Пешеходы']",POINT (44.763139 43.223965),Пешеход,Женский,"Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",,,,,"В-класс (малый) до 3,9 м",Водитель,Мужской,Не пострадал,,"""Accident Due to Control by Person Without Driving Rights""","""Other Pedestrian Violations""",Residential Area Unregulated Individual Houses,Poor Road Conditions
1595,2448904,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.227577, 'long': 44.758773}",Назрань,770.0,"тер Центральный округ, пр-кт И.Базоркина, Б Н",['Ясно'],Наезд на пешехода,2020-01-13 19:10:00,Легкий,0,1,Республика Ингушетия,2,"['Все участники', 'Пешеходы']",POINT (44.758773 43.227577),Пешеход,Женский,"Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",2000.0,ВАЗ,Иные цвета," Жигули  ВАЗ-2108, 09 и модификации                       ","В-класс (малый) до 3,9 м",Водитель,,Не пострадал,,"""Violation of Traffic Rules and Failure to Yield Right of Way""",Pedestrian Crossing Violations,Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1596,2448891,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.2242, 'long': 44.7381}",Назрань,200.0,"тер Центральный округ, ул Тангиева А-Г.Д., 0",['Ясно'],Столкновение,2017-08-06 21:30:00,Легкий,0,2,Республика Ингушетия,5,['Все участники'],POINT (44.7381 43.2242),,,,2004.0,ВАЗ,Зеленый,ВАЗ 2112 и модификации,"В-класс (малый) до 3,9 м",Водитель,Мужской,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",23.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Regulated Intersection Pedestrian Crossing Accidents,"""Dry Road Conditions"""
1597,2448935,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.224645, 'long': 44.7633}",Назрань,740.0,"тер Центральный округ, ул Х.Б.Муталиева, 3",['Ясно'],Наезд на пешехода,2019-05-02 22:20:00,Тяжёлый,0,1,Республика Ингушетия,2,"['Все участники', 'Пешеходы']",POINT (44.7633 43.224645),Пешеход,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",2012.0,ВАЗ,Серый,Granta (Гранта),"В-класс (малый) до 3,9 м",Пассажир,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1598,2448984,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': None, 'long': None}",Назрань,210.0,"тер Насыр-Кортский округ, ул Тутаевой",['Ясно'],Столкновение,2015-01-24 22:30:00,Тяжёлый,0,2,Республика Ингушетия,4,['Все участники'],,,,,1997.0,ГАЗ,Черный,"ГАЗ 31029, 310290","С-класс (малый средний, компактный) до 4,3 м",Пассажир,Мужской,Скончался на месте ДТП до приезда скорой медицинской помощи,,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
1599,2449049,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']","В темное время суток, освещение отсутствует","{'lat': 43.238028, 'long': 44.797246}",Назрань,930.0,"тер Гамурзиевский округ, ул Студенческая, Б Н",['Ясно'],Наезд на препятствие,2019-09-24 22:00:00,Легкий,0,2,Республика Ингушетия,4,"['Все участники', 'Дети']",POINT (44.797246 43.238028),,,,2015.0,ВАЗ,Иные цвета,Largus (Ларгус),"С-класс (малый средний, компактный) до 4,3 м",Пассажир,Женский,"Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,Unsatisfactory Absence of Road Conditions
1600,2449072,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.2131, 'long': 44.7911}",Назрань,140.0,"г Назрань, ул Тутаева, 2",['Ясно'],Столкновение,2016-10-29 12:00:00,С погибшими,1,1,Республика Ингушетия,3,['Все участники'],POINT (44.7911 43.2131),,,,2008.0,ВАЗ,Иные цвета,Priora,Легковые автомобили (без типа),Водитель,Мужской,Не пострадал,,"""Accident Due to Control by Person Without Driving Rights""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Poor Visibility and Bad Road Condition"""
1601,2449143,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']",Светлое время суток,"{'lat': 43.222886, 'long': 44.771776}",Назрань,800.0,"тер Центральный округ, ул Московская, 17",['Ясно'],Наезд на пешехода,2018-07-06 13:45:00,Легкий,0,1,Республика Ингушетия,2,"['Все участники', 'Пешеходы', 'Дети']",POINT (44.771776 43.222886),Пешеход,Мужской,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",2014.0,MERCEDES,Белый,CLK,Минивэны и универсалы повышенной вместимости,Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",12.0,Unknown Violations in Car Accidents,"""Pedestrian Crosswalk Violation at an Unspecified Location Near Visible Intersection Zone""",Residential Area Unregulated Individual Houses,"""Poor Visibility and Bad Road Condition"""
1602,2449162,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': None, 'long': None}",Назрань,210.0,"тер Насыр-Кортский округ, ул Муталиева",['Дождь'],Столкновение,2015-04-13 10:30:00,Тяжёлый,0,3,Республика Ингушетия,5,['Все участники'],,,,,2014.0,ВАЗ,Белый,Прочие модели ВАЗ,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,Скончался в течение 1 суток,7.0,Speed Limit Violation,"""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Wet Roads Accidents"""
1603,2449215,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.224864, 'long': 44.766412}",Назрань,870.0,"тер Центральный округ, ул Московская, 12",['Пасмурно'],Наезд на пешехода,2019-07-23 14:45:00,Тяжёлый,0,1,Республика Ингушетия,2,"['Все участники', 'Пешеходы']",POINT (44.766412 43.224864),Пешеход,Женский,"Раненый, находящийся (находившийся) на стационарном лечении",,,,,"В-класс (малый) до 3,9 м",Водитель,Мужской,Не пострадал,6.0,Speed Limit Violation,"""Unknown Pedestrian Violations in Car Accidents""",Regulated Intersection Pedestrian Crossing Accidents,"""Dry Road Conditions"""
